year_quarter,GDP_GRO,ERP_SURVEY
1947.01,,
1947.02,,
1947.03,,
1947.04,,
1948.01,,
1948.02,,
1948.03,,
1948.04,,
1949.01,0.04011421154969974,
1949.02,0.03969558190512057,
1949.03,0.039293961246959386,
1949.04,0.0389781398991913,
1950.01,0.03862629770299275,
1950.02,0.03827263650109858,
1950.03,0.03793465261327289,
1950.04,0.03754468612481987,
1951.01,0.03716189947015813,
1951.02,0.036766533714667426,
1951.03,0.03637024469707173,
1951.04,0.03593830135217968,
1952.01,0.03553804209777289,
1952.02,0.035122528967469924,
1952.03,0.03485222857804415,
1952.04,0.03469013668760046,
1953.01,0.03467028896480051,
1953.02,0.03474847685901428,
1953.03,0.034953475932524514,
1953.04,0.03527289085121876,
1954.01,0.035638158273689324,
1954.02,0.03609736564427801,
1954.03,0.03659828421626066,
1954.04,0.03707985461179186,
1955.01,0.037606840237867756,
1955.02,0.03806659207843155,
1955.03,0.03857086538687593,
1955.04,0.039056162374231373,
1956.01,0.039541789730254795,
1956.02,0.04004135990053914,
1956.03,0.04051887853333125,
1956.04,0.04095397089375474,
1957.01,0.04134658418982751,
1957.02,0.04169735497729832,
1957.03,0.04201819349286984,
1957.04,0.04232514314888647,
1958.01,0.042636730282560986,
1958.02,0.04291411466441608,
1958.03,0.04320157336377983,
1958.04,0.043457369047095185,
1959.01,0.04365056451348126,
1959.02,0.04375474665907131,
1959.03,0.04373428329908258,
1959.04,0.04364889846173048,
1960.01,0.043484659393733915,
1960.02,0.04327936199706062,
1960.03,0.04302992427207819,
1960.04,0.042763211351290575,
1961.01,0.04247933830135975,
1961.02,0.04223531548690773,
1961.03,0.04195978522360955,
1961.04,0.04169177230877663,
1962.01,0.0414100989369417,
1962.02,0.041116520416344615,
1962.03,0.040813679175661255,
1962.04,0.040507811574194585,
1963.01,0.040219900389889984,
1963.02,0.039963433206345655,
1963.03,0.03970888746191448,
1963.04,0.03946313441268123,
1964.01,0.03923813166358103,
1964.02,0.03900241552012962,
1964.03,0.03875337723457095,
1964.04,0.038495505312543754,
1965.01,0.03818978802869122,
1965.02,0.03788974851931792,
1965.03,0.037545949112588684,
1965.04,0.037196288649662845,
1966.01,0.03683288698695453,
1966.02,0.03647358161417924,
1966.03,0.036127195960652614,
1966.04,0.035803558711979155,
1967.01,0.03549300394350707,
1967.02,0.03519963433113338,
1967.03,0.03491604490741529,
1967.04,0.03463359731281601,
1968.01,0.034363876050665265,
1968.02,0.034113516198102545,
1968.03,0.03386593547492489,
1968.04,0.03361962046563294,
1969.01,0.033447174202074104,
1969.02,0.033281078493394345,
1969.03,0.03310588201157705,
1969.04,0.032902367417824374,
1970.01,0.032656177390701924,
1970.02,0.03235805755696375,
1970.03,0.0319973295009397,
1970.04,0.031709149678872395,
1971.01,0.03151230456352461,
1971.02,0.03137173335840848,
1971.03,0.03128331933290429,
1971.04,0.03124080991482958,
1972.01,0.031231828956235663,
1972.02,0.031250806370116235,
1972.03,0.03128907822091942,
1972.04,0.03134355215094753,
1973.01,0.0313696936240464,
1973.02,0.03136503111557576,
1973.03,0.03136620147620284,
1973.04,0.03137452430380927,
1974.01,0.03139718474135322,
1974.02,0.03144005363195612,
1974.03,0.03151066053266516,
1974.04,0.03160472221732147,
1975.01,0.031722579866273914,
1975.02,0.031861730301904645,
1975.03,0.0320065246150798,
1975.04,0.032142262275553835,
1976.01,0.03227073786824408,
1976.02,0.03238029239783202,
1976.03,0.032463035847275945,
1976.04,0.03252941687963751,
1977.01,0.03256388826866918,
1977.02,0.03257137818885636,
1977.03,0.0325616613641071,
1977.04,0.032529042381885365,
1978.01,0.03246900042696921,
1978.02,0.032393297882858274,
1978.03,0.032290386905982515,
1978.04,0.032174885812859655,
1979.01,0.0320314235365724,
1979.02,0.03194044733494339,
1979.03,0.031917438757077976,
1979.04,0.031962420260130076,
1980.01,0.03207612167046525,
1980.02,0.03227143085046147,
1980.03,0.03254110870370375,
1980.04,0.03274048342935254,
1981.01,0.03283501664314348,
1981.02,0.032842599400058736,
1981.03,0.03277983736656309,
1981.04,0.03266014784326643,
1982.01,0.03249719941896556,
1982.02,0.032307892182787734,
1982.03,0.03210450514409291,
1982.04,0.03188411778987543,
1983.01,0.031678018881982295,
1983.02,0.031471577569584186,
1983.03,0.03125294451966609,
1983.04,0.031013780962271253,
1984.01,0.030751690720779212,
1984.02,0.03046611244599462,
1984.03,0.030174809245527623,
1984.04,0.029879463394399286,
1985.01,0.029587754053439275,
1985.02,0.02930354801296331,
1985.03,0.029028994617946946,
1985.04,0.028779902482491737,
1986.01,0.028552897865324445,
1986.02,0.02838303982355206,
1986.03,0.02827588890650179,
1986.04,0.028227600528131225,
1987.01,0.028238528116808936,
1987.02,0.028301800820858425,
1987.03,0.0284168031197225,
1987.04,0.028566870493491825,
1988.01,0.028754553664702698,
1988.02,0.02897037504628508,
1988.03,0.029207023842755975,
1988.04,0.029457352668503578,
1989.01,0.02973039227160057,
1989.02,0.030012600885714003,
1989.03,0.030310202402339614,
1989.04,0.03063173540123465,
1990.01,0.030980012373879706,
1990.02,0.031321307630998385,
1990.03,0.03164922092014599,
1990.04,0.031955335051797595,
1991.01,0.032238303267865254,
1991.02,0.03249282513646179,
1991.03,0.032713781280264476,
1991.04,0.03289315478739274,
1992.01,0.033033929034723686,
1992.02,0.033140691492971275,
1992.03,0.03321631942513492,
1992.04,0.033274593053974844,
1993.01,0.033318534617389206,
1993.02,0.03335258323032453,
1993.03,0.03338203712645127,
1993.04,0.03341135826743025,
1994.01,0.03344925587909464,
1994.02,0.03349644120190454,
1994.03,0.03354749216461084,
1994.04,0.03360079361922663,
1995.01,0.033635071249257686,
1995.02,0.03363760791588999,
1995.03,0.033619293639918,
1995.04,0.03356679312055455,
1996.01,0.03348277776446573,
1996.02,0.03333177981508806,
1996.03,0.033092597559462256,
1996.04,0.03276790143706587,
1997.01,0.032374735335635396,
1997.02,0.03194198096052059,
1997.03,0.03146822284344686,
1997.04,0.03095753965154091,
1998.01,0.03041195799313612,
1998.02,0.029822859988264394,
1998.03,0.02919453858618848,
1998.04,0.028527086752937247,
1999.01,0.02780882493372472,
1999.02,0.027061837998511473,
1999.03,0.026287240378113808,
1999.04,0.025495595649820846,
2000.01,0.024702767477021492,
2000.02,0.023947374699249346,0.038600001335144046
2000.03,0.02324767948727624,0.04239999771118164
2000.04,0.022609092470882608,0.044699997901916505
2001.01,0.022028092430304458,0.045799999237060546
2001.02,0.021509287613608707,0.03670000076293945
2001.03,0.02105008737682712,0.031599998474121094
2001.04,0.020644954187618136,0.033000001907348635
2002.01,0.020287698421066702,0.026700000762939453
2002.02,0.019968976387455095,0.029600000381469725
2002.03,0.019677715312757638,0.04099999904632568
2002.04,0.019405172442862773,0.0378000020980835
2003.01,0.019145321939209703,0.030199999809265136
2003.02,0.01889061262266889,0.04819999694824219
2003.03,0.018639103146544045,0.03809999942779541
2003.04,0.01838794149892431,0.036999998092651365
2004.01,0.01813064714567658,0.042699999809265136
2004.02,0.017867672355969866,0.03260000228881836
2004.03,0.01759886329632021,0.03309999942779541
2004.04,0.01732640269925323,0.03230000019073486
2005.01,0.017070900344131834,0.033899998664855956
2005.02,0.016842206356273426,0.03
2005.03,0.016626413673975327,0.028000001907348634
2005.04,0.016426560008025115,0.025399999618530275
2006.01,0.016249352973725317,0.02260000228881836
2006.02,0.016080519125951653,0.028899998664855958
2006.03,0.015940566915330523,0.021999998092651366
2006.04,0.015832812302110755,0.034200000762939456
2007.01,0.015743667721527688,0.03440000057220459
2007.02,0.015661941635092935,0.030500001907348633
2007.03,0.0155949509205211,0.03619999885559082
2007.04,0.015547019513344695,0.040299997329711915
2008.01,0.015521248088362194,0.04440000057220459
2008.02,0.015528747838158496,0.027300000190734863
2008.03,0.015575110028537953,0.033399999141693115
2008.04,0.015654919974602333,0.04069999694824219
2009.01,0.015773694611626254,0.040199999809265134
2009.02,0.01591932890030212,0.0352999997138977
2009.03,0.01608390405772786,0.026600000858306886
2009.04,0.016256728527387132,0.024500000476837158
2010.01,0.016426310727586824,0.023900001049041747
2010.02,0.016593002881078345,0.02799999952316284
2010.03,0.01661767047655638,0.02190000057220459
2010.04,0.016624714217182035,0.026800000667572023
2011.01,0.016629974366598743,0.025099999904632568
2011.02,0.01664613186999131,0.03009999990463257
2011.03,0.016677527090608768,0.03070000171661377
2011.04,0.016729018188739175,0.03139999866485596
2012.01,0.016786654839022974,0.039700000286102294
2012.02,0.016839211369469975,0.04369999885559082
2012.03,0.016887276568867238,0.03329999923706055
2012.04,0.01693247785524954,0.034099998474121096
2013.01,0.016977266227910626,0.03940000057220459
2013.02,0.017015162862623834,0.03839999914169311
2013.03,0.01705483298813748,0.030199999809265136
2013.04,0.01709308561735856,0.03119999885559082
2014.01,0.01713039511867742,0.03299999952316284
2014.02,0.017163009776144378,0.03410000085830688
2014.03,0.017190598722474526,0.035499999523162844
2014.04,0.01721578992531647,0.045
2015.01,0.017242096614634272,0.03869999885559082
2015.02,0.017263141774974455,0.03690000057220459
2015.03,0.017288608221073254,0.028199999332427977
2015.04,0.017319105888627506,0.026700000762939453
2016.01,0.01734772734692358,0.031700000762939454
2016.02,0.01738513063852931,0.03190000057220459
2016.03,0.017424239647684026,0.03639999866485596
2016.04,0.017466153815818508,0.035499999523162844
2017.01,0.017511466177492663,0.034000000953674316
2017.02,0.017550258110850647,0.03809999942779541
2017.03,0.017576800110797652,0.03950000047683716
2017.04,0.017594986521880518,0.03630000114440918
2018.01,0.01760317399493916,0.03190000057220459
2018.02,0.017602533437369505,0.03069999933242798
2018.03,0.017594316457580028,0.03119999885559082
2018.04,0.017585121371459067,0.03130000114440918
2019.01,0.017576304791156128,0.025
2019.02,0.017567909629645495,0.03910000085830689
2019.03,0.017559216449075654,0.044499998092651365
2019.04,0.017549929835795064,0.041599998474121096
2020.01,0.017541656906577163,
2020.02,0.017524086672780825,
2020.03,0.017631059564850116,
2020.04,0.01774003032246685,
